town,state,year,subject,creator,type,attribution,image,fig_num,location,popup,lng,lat,icon,choice
Lyme,NH,1825,Kent-Mativia House,Porter School,mural,Lipman,https://upload.wikimedia.org/wikipedia/commons/5/5a/Rufus_Porter_mural_-_Kent_House%2C_Lyme%2C_New_Hampshire.jpg,NA,"Lyme, NH","<b>Kent-Mativia House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-72.1473911138209,43.8143819756881,school,school
Mason,NH,1825,Asher Tarbell House,Porter School,mural,Lipman,NA,NA,"Mason, NH","<b>Asher Tarbell House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-71.7625811073053,42.7301404711463,school,school
Mason,NH,1825,Jonathan Batchelder House,Porter School,mural,Lipman,NA,NA,"Mason, NH","<b>Jonathan Batchelder House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-71.7679247046001,42.7562910699025,school,school
Mason,NH,1825,Joseph Saunders House,Porter School,mural,Lipman,NA,NA,"Mason, NH","<b>Joseph Saunders House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-71.7745490538518,42.7342610850474,school,school
New Ipswich,NH,1825,Solomon Russell House,Porter School,mural,Lipman,NA,NA,"New Ipswich, NH","<b>Solomon Russell House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-71.8711169574543,42.7242592178105,school,school
New Ipswich,NH,1825,Gardner Davis House,Porter School,mural,Lipman,NA,"58, 59","New Ipswich, NH","<b>Gardner Davis House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-71.8904706811115,42.7371619152983,school,school
New Ipswich,NH,1825,Gould-Chickering House,Porter School,mural,Lipman,NA,NA,"New Ipswich, NH","<b>Gould-Chickering House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-71.8756390900628,42.7340821525828,school,school
North Haverhill,NH,1825,Daniel Carr House,Porter School,mural,Lipman,NA,"67, 68","North Haverhill, NH","<b>Daniel Carr House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-72.0285965266309,44.0763829199898,school,school
North Haverhill,NH,1825,Harold Kimball House,Porter School,mural,Lipman,NA,NA,"North Haverhill, NH","<b>Harold Kimball House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-72.013141055352,44.0881265548135,school,school
North Haverhill,NH,1825,Leslie Lackie House,Porter School,mural,Lipman,NA,NA,"North Haverhill, NH","<b>Leslie Lackie House</b><br> Attirbuted to Porter School<br>1825<br><img src= 'NA', width = '200'>",-72.0196949372257,44.0975823333292,school,school
Orford,NH,1824,Beale House,Porter School,mural,Lipman,NA,NA,"Orford, NH","<b>Beale House</b><br> Attirbuted to Porter School<br>1824<br><img src= 'NA', width = '200'>",-72.1328611217631,43.9071520200165,school,school
Topsham,VT,1831,Elwin Chase House,Porter School,mural,Lipman,NA,color plate 10,"Topsham, VT","<b>Elwin Chase House</b><br> Attirbuted to Porter School<br>1831<br><img src= 'NA', width = '200'>",-72.263226283937,44.1407252506767,school,school
Princeton,MA,1833,Colonel Jacob W. Watson,Rufus Porter,portrait,MFA,"""images/colonel_watson.jpg""",NA,"Princeton, MA","<b>Colonel Jacob W. Watson</b><br> Attirbuted to Rufus Porter<br>1833<br><img src= '""images/colonel_watson.jpg""', width = '200'>",-71.8781378299162,42.4414241675234,portrait,RP
Princeton,MA,1833,Lydia Watson,Rufus Porter,portrait,MFA,"""images/lydia_watson.jpg""",NA,"Princeton, MA","<b>Lydia Watson</b><br> Attirbuted to Rufus Porter<br>1833<br><img src= '""images/lydia_watson.jpg""', width = '200'>",-71.8863298605463,42.4418544058584,portrait,RP
Minot,ME,1815,Jacob Davis,Rufus Porter,portrait,MFA,"""images/jacob_davis.jpg""",NA,"Minot, ME","<b>Jacob Davis</b><br> Attirbuted to Rufus Porter<br>1815<br><img src= '""images/jacob_davis.jpg""', width = '200'>",-70.3536784518195,44.1614707912228,portrait,RP
Winthrop,ME,1830,Captain Samuel Benjamin House,Porter School,mural,MSM,NA,color plate 13,"Winthrop, ME","<b>Captain Samuel Benjamin House</b><br> Attirbuted to Porter School<br>1830<br><img src= 'NA', width = '200'>",-69.9800774813952,44.3008065224675,school,school
Sturbridge,MA,1830,Oliver Wight House,Porter School,mural,OSV,https://upload.wikimedia.org/wikipedia/commons/8/8f/OWHPortermural2.jpg,NA,"Sturbridge, MA","<b>Oliver Wight House</b><br> Attirbuted to Porter School<br>1830<br><img src= 'NA', width = '200'>",-72.087950034949,42.0981784313416,school,school
Chelmsford,MA,1825,Nathan Peabody Ames,Rufus Porter,portrait,RPM,NA,NA,"Chelmsford, MA","<b>Nathan Peabody Ames</b><br> Attirbuted to Rufus Porter<br>1825<br><img src= 'NA', width = '200'>",-71.3744403864529,42.6064753045521,portrait,RP
Hopkinton,MA,1820,Judith Carter,Rufus Porter,portrait,RPM,NA,NA,"Hopkinton, MA","<b>Judith Carter</b><br> Attirbuted to Rufus Porter<br>1820<br><img src= 'NA', width = '200'>",-71.5219961985236,42.2420382979053,portrait,RP
Hopkinton,MA,1820,Timothy Carter,Rufus Porter,portrait,RPM,NA,NA,"Hopkinton, MA","<b>Timothy Carter</b><br> Attirbuted to Rufus Porter<br>1820<br><img src= 'NA', width = '200'>",-71.5264938786605,42.2386618953921,portrait,RP
Middleboro,MA,1815,Besty Long Ellis,Rufus Porter,portrait,RPM,NA,NA,"Middleboro, MA","<b>Besty Long Ellis</b><br> Attirbuted to Rufus Porter<br>1815<br><img src= 'NA', width = '200'>",-70.916529818222,41.880105617027,portrait,RP
Gorham,ME,1819,Mary Gorham Irish,Rufus Porter,portrait,RPM,NA,NA,"Gorham, ME","<b>Mary Gorham Irish</b><br> Attirbuted to Rufus Porter<br>1819<br><img src= 'NA', width = '200'>",-70.4463435269372,43.6734824730166,portrait,RP
Cooperstown,NY,1820,Mrs. Cooper,Rufus Porter,portrait,RPM,NA,NA,"Cooperstown, NY","<b>Mrs. Cooper</b><br> Attirbuted to Rufus Porter<br>1820<br><img src= 'NA', width = '200'>",-74.9171655804955,42.7023113936352,portrait,RP
Cooperstown,NY,1820,Mr. Cooper,Rufus Porter,portrait,RPM,NA,NA,"Cooperstown, NY","<b>Mr. Cooper</b><br> Attirbuted to Rufus Porter<br>1820<br><img src= 'NA', width = '200'>",-74.9166601702418,42.6999385616422,portrait,RP
Groton,MA,1835,Donald L. Priest House,Jonathan D. Poor,mural,signed,http://s3.amazonaws.com/afanews_articles/01019/FIG-10_-%282.png,95,"Groton, MA","<b>Donald L. Priest House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'http://s3.amazonaws.com/afanews_articles/01019/FIG-10_-%282.png', width = '200'>",-71.5841686730067,42.6212908285825,jdp,JDP
Wakefield,MA,1835,Emerson House,Rufus Porter,mural,signed,http://s3.amazonaws.com/afanews_articles/01019/FIG-1_-%281.5-pg.png,"89, 90, color plate 11","Wakefield, MA","<b>Emerson House</b><br> Attirbuted to Rufus Porter<br>1835<br><img src= 'NA', width = '200'>",-71.0687466473735,42.4970760920728,rp_mural,RP
Westwood,MA,1838,Dr. Francis Howe House,Rufus Porter and Stephen Twombly Porter,mural,signed,https://upload.wikimedia.org/wikipedia/en/e/e1/Wall_mural_by_Rufus_Porter.jpg,"81-84, color plate 16","Westwood, MA","<b>Dr. Francis Howe House</b><br> Attirbuted to Rufus Porter and Stephen Twombly Porter<br>1838<br><img src= '""images/francis-howe.jpeg""', width = '200'>",-71.2233203116218,42.2095720460296,rp_mural,RP
Woburn,MA,1835,Shaker Glenn Inn,Porter School,mural,signed,NA,NA,"Woburn, MA","<b>Shaker Glenn Inn</b><br> Attirbuted to Porter School<br>1835<br><img src= 'NA', width = '200'>",-71.1428813692762,42.4836493829154,school,school
Chesterville,ME,1834,Professor Diller House,Jonathan D. Poor,mural,signed,NA,NA,"Chesterville, ME","<b>Professor Diller House</b><br> Attirbuted to Jonathan D. Poor<br>1834<br><img src= 'NA', width = '200'>",-70.0778862923652,44.5597760411589,jdp,JDP
Chesterville,ME,1834,Fuller Dyke House,Jonathan D. Poor,mural,signed,NA,NA,"Chesterville, ME","<b>Fuller Dyke House</b><br> Attirbuted to Jonathan D. Poor<br>1834<br><img src= 'NA', width = '200'>",-70.096052209754,44.5581624154827,jdp,JDP
East Baldwin,ME,1840,Lorenzo Norton House,Jonathan D. Poor,mural,signed,http://s3.amazonaws.com/afanews_articles/01019/FIG-2b_-stitch_new.png,NA,"East Baldwin, ME","<b>Lorenzo Norton House</b><br> Attirbuted to Jonathan D. Poor<br>1840<br><img src= '""images/norton-JDP.png""', width = '200'>",-70.6670439899237,43.8165493653444,jdp,JDP
North Parsonfield,ME,1830,Curtis M. Sweat House,Jonathan D. Poor and Paine,mural,signed,NA,"color plate 19, color plate 20","North Parsonfield, ME","<b>Curtis M. Sweat House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.920425613384,43.7460088363105,jdp,JDP
Parsonfield,ME,1830,Chillis House,Jonathan D. Poor,mural,signed,http://s3.amazonaws.com/afanews_articles/01019/FIG-14_-16---Morison-signature.png,NA,"Parsonfield, ME","<b>Chillis House</b><br> Attirbuted to Jonathan D. Poor<br>1830<br><img src= '""images/chellis-JDP.png""', width = '200'>",-70.9219614259654,43.736914136458,jdp,JDP
Readfield,ME,1835,Judge Bean House,Jonathan D. Poor,mural,signed,http://s3.amazonaws.com/afanews_articles/01019/FIG-12_-10---Bean-signature-on-ship-LCL.png,NA,"Readfield, ME","<b>Judge Bean House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= '""images/judge-bean-JDP.png""', width = '200'>",-69.9712004097017,44.3967037024502,jdp,JDP
Winthrop,ME,1830,Frank Hanson House,E.V. Bennett,mural,signed,NA,NA,"Winthrop, ME","<b>Frank Hanson House</b><br> Attirbuted to E.V. Bennett<br>1830<br><img src= 'NA', width = '200'>",-69.9764074230288,44.3025567389898,other,other
Winthrop,ME,1830,Knowlton House,E.J. Gilbert,mural,signed,NA,100,"Winthrop, ME","<b>Knowlton House</b><br> Attirbuted to E.J. Gilbert<br>1830<br><img src= 'NA', width = '200'>",-69.9685001753254,44.3115787860199,other,other
Plainville,CT,1835,Julia Lottie Hills,Rufus Porter,portrait,signed,NA,NA,"Plainville, CT","<b>Julia Lottie Hills</b><br> Attirbuted to Rufus Porter<br>1835<br><img src= 'NA', width = '200'>",-72.8656161657418,41.6641191009965,portrait,RP
Westwood,MA,1838,E.A. West House,Rufus Porter and Stephen Twombly Porter,mural,tradition,https://www.themagazineantiques.com/wp-content/uploads/2020/01/IMG_0011c.jpg,"78, 79","Westwood, MA","<b>E.A. West House</b><br> Attirbuted to Rufus Porter and Stephen Twombly Porter<br>1838<br><img src= 'NA', width = '200'>",-71.2276902377289,42.2010464355294,rp_mural,RP
Westwood,MA,1838,Storer Ware House,Rufus Porter and Stephen Twombly Porter,mural,tradition,NA,NA,"Westwood, MA","<b>Storer Ware House</b><br> Attirbuted to Rufus Porter and Stephen Twombly Porter<br>1838<br><img src= 'NA', width = '200'>",-71.22584428084,42.2179438896853,rp_mural,RP
Bethel,ME,1835,Dr. Moses Mason House,Jonathan D. Poor,mural,tradition,NA,color plate 18,"Bethel, ME","<b>Dr. Moses Mason House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-70.7933405086413,44.3917458876115,jdp,JDP
Chesterville,ME,1834,Captain Thomas Williams House,Jonathan D. Poor,mural,tradition,NA,NA,"Chesterville, ME","<b>Captain Thomas Williams House</b><br> Attirbuted to Jonathan D. Poor<br>1834<br><img src= 'NA', width = '200'>",-70.0918672711327,44.5565661732412,jdp,JDP
Chesterville,ME,1834,Lyman Whittier House,Jonathan D. Poor,mural,tradition,NA,NA,"Chesterville, ME","<b>Lyman Whittier House</b><br> Attirbuted to Jonathan D. Poor<br>1834<br><img src= 'NA', width = '200'>",-70.0943896736555,44.5523886307646,jdp,JDP
Chesterville,ME,1834,Thomas Austin House,Jonathan D. Poor,mural,tradition,NA,NA,"Chesterville, ME","<b>Thomas Austin House</b><br> Attirbuted to Jonathan D. Poor<br>1834<br><img src= 'NA', width = '200'>",-70.0774792857252,44.5598129957904,jdp,JDP
Cornish,ME,1830,Thompkins House,Porter School,mural,tradition,NA,NA,"Cornish, ME","<b>Thompkins House</b><br> Attirbuted to Porter School<br>1830<br><img src= 'NA', width = '200'>",-70.7984656265667,43.7985524506876,school,school
Farmington,ME,1835,Milton Gay House,Jonathan D. Poor and Paine,mural,tradition,NA,97,"Farmington, ME","<b>Milton Gay House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1835<br><img src= 'NA', width = '200'>",-70.1606465342656,44.6760633496234,jdp,JDP
Farmington,ME,1835,Gerald York House,Jonathan D. Poor,mural,tradition,NA,NA,"Farmington, ME","<b>Gerald York House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-70.1484726737623,44.6802797587347,jdp,JDP
Farmington,ME,1835,Benjamin Stanley House,Jonathan D. Poor,mural,tradition,NA,NA,"Farmington, ME","<b>Benjamin Stanley House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-70.1573783616919,44.6816492651892,jdp,JDP
Farmington,ME,1835,David E. Currier House,Jonathan D. Poor,mural,tradition,NA,NA,"Farmington, ME","<b>David E. Currier House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-70.1610532592116,44.6603669555586,jdp,JDP
Farmington,ME,1830,Jonathan Cushman House,Jonathan D. Poor and Paine,mural,tradition,NA,NA,"Farmington, ME","<b>Jonathan Cushman House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.1575971958061,44.6668441936507,jdp,JDP
Farmington,ME,1830,William Gilman House,Jonathan D. Poor and Paine,mural,tradition,NA,NA,"Farmington, ME","<b>William Gilman House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.1541811602759,44.6763864698937,jdp,JDP
Farmington,ME,1830,David Ingham House,Jonathan D. Poor and Paine,mural,tradition,NA,NA,"Farmington, ME","<b>David Ingham House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.1547720988123,44.6776058276897,jdp,JDP
Farmington,ME,1830,Robert C. Bruce House,Jonathan D. Poor and Paine,mural,tradition,NA,NA,"Farmington, ME","<b>Robert C. Bruce House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.143350779798,44.6737605239597,jdp,JDP
Farmington Falls,ME,1830,Russ House,Jonathan D. Poor and Paine,mural,tradition,NA,96,"Farmington Falls, ME","<b>Russ House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.0703376615765,44.6260274547987,jdp,JDP
Fayette,ME,1835,Lieutenant John Lovejoy House,Jonathan D. Poor,mural,tradition,NA,NA,"Fayette, ME","<b>Lieutenant John Lovejoy House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-70.0399733381534,44.4037251608033,jdp,JDP
Limerick,ME,1830,McDonald Inn,Paine,mural,tradition,NA,NA,"Limerick, ME","<b>McDonald Inn</b><br> Attirbuted to Paine<br>1830<br><img src= 'NA', width = '200'>",-70.7909833127177,43.6975719757829,other,other
Limerick,ME,1830,Furlong House,Paine,mural,tradition,NA,NA,"Limerick, ME","<b>Furlong House</b><br> Attirbuted to Paine<br>1830<br><img src= 'NA', width = '200'>",-70.8011257063099,43.6887005370114,other,other
Mt. Vernon,ME,1835,Burbank House,Jonathan D. Poor,mural,tradition,http://s3.amazonaws.com/afanews_articles/01019/FIG-5_-%282.37-pg.png,NA,"Mt. Vernon, ME","<b>Burbank House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= '""images/silas-burbank-JDP.png""', width = '200'>",-69.9851418647613,44.5058376807066,jdp,JDP
Mt. Vernon,ME,1835,Arthur Gordon House,Jonathan D. Poor,mural,tradition,NA,NA,"Mt. Vernon, ME","<b>Arthur Gordon House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-69.9856733641496,44.5139614769072,jdp,JDP
New Sharon,ME,1840,Robert C. Bruce House,Jonathan D. Poor,mural,tradition,NA,NA,"New Sharon, ME","<b>Robert C. Bruce House</b><br> Attirbuted to Jonathan D. Poor<br>1840<br><img src= 'NA', width = '200'>",-70.0165963618813,44.6260838660017,jdp,JDP
North Parsonfield,ME,1830,Frank Chapman House,Jonathan D. Poor and Paine,mural,tradition,NA,NA,"North Parsonfield, ME","<b>Frank Chapman House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.9211386882157,43.7496010629899,jdp,JDP
North Parsonfield,ME,1830,Helen Cating House,Jonathan D. Poor and Paine,mural,tradition,NA,NA,"North Parsonfield, ME","<b>Helen Cating House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.9291286879893,43.758927456719,jdp,JDP
North Parsonfield,ME,1830,Dr. William Reid House,Jonathan D. Poor and Paine,mural,tradition,NA,NA,"North Parsonfield, ME","<b>Dr. William Reid House</b><br> Attirbuted to Jonathan D. Poor and Paine<br>1830<br><img src= 'NA', width = '200'>",-70.9186757113562,43.7530306793821,jdp,JDP
Readfield,ME,1835,Captain Dudley Haines House,Jonathan D. Poor,mural,tradition,NA,"color plate 21, color plate 22","Readfield, ME","<b>Captain Dudley Haines House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-69.9657414970617,44.3897887030904,jdp,JDP
Standish,ME,1830,Warren Pederson House,Jonathan D. Poor,mural,tradition,http://s3.amazonaws.com/afanews_articles/01019/FIG-11_-13---Prescott-signature.png,color plate 17,"Standish, ME","<b>Warren Pederson House</b><br> Attirbuted to Jonathan D. Poor<br>1830<br><img src= '""images/warran-pederson-JDP.png""', width = '200'>",-70.5496839144846,43.7463839544901,jdp,JDP
Standish,ME,1830,Barbara E. Parker House,Paine,mural,tradition,NA,NA,"Standish, ME","<b>Barbara E. Parker House</b><br> Attirbuted to Paine<br>1830<br><img src= 'NA', width = '200'>",-70.5559522138224,43.7377848688429,other,other
Strong,ME,1835,William McClary House,Jonathan D. Poor,mural,tradition,NA,NA,"Strong, ME","<b>William McClary House</b><br> Attirbuted to Jonathan D. Poor<br>1835<br><img src= 'NA', width = '200'>",-70.2124994111186,44.8162748611251,jdp,JDP
Vienna,ME,1833,Nathaniel Whittier House,Jonathan D. Poor,mural,tradition,NA,NA,"Vienna, ME","<b>Nathaniel Whittier House</b><br> Attirbuted to Jonathan D. Poor<br>1833<br><img src= 'NA', width = '200'>",-69.9832497594798,44.5342804716654,jdp,JDP
Vienna,ME,1833,Gilman Batchelder House,Jonathan D. Poor,mural,tradition,NA,NA,"Vienna, ME","<b>Gilman Batchelder House</b><br> Attirbuted to Jonathan D. Poor<br>1833<br><img src= 'NA', width = '200'>",-69.9889292260446,44.5392697261869,jdp,JDP
Vienna,ME,1833,Unidentified House,Jonathan D. Poor,mural,tradition,NA,NA,"Vienna, ME","<b>Unidentified House</b><br> Attirbuted to Jonathan D. Poor<br>1833<br><img src= 'NA', width = '200'>",-69.9928597198128,44.5424964546995,jdp,JDP
Bradford,NH,1824,Joshua Eaton House,"Rufus Porter and Moses Eaton, Jr.",mural,tradition,NA,"60, color plate 3, color plate 5","Bradford, NH","<b>Joshua Eaton House</b><br> Attirbuted to Rufus Porter and Moses Eaton, Jr.<br>1824<br><img src= 'NA', width = '200'>",-71.9506096799941,43.2811802938482,rp_mural,RP
